app,category,rating,review,size,installs,type,price,content_rating,genres,last_updated,current_version,android_ver
FreshBooksClassic,BUSINESS,4.1,1802,26000000.0,100000,Free,0.0,Everyone,Business,2018-04-18,1.7.14,4.2
InsightlyCRM,BUSINESS,3.8,1383,51000000.0,100000,Free,0.0,Everyone,Business,2018-07-12,3.24.1,5.0
QuickBooksAccounting:InvoicingExpenses,BUSINESS,4.3,23175,41000000.0,1000000,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1
HipChatChatBuiltforTeams,BUSINESS,3.8,5868,20000000.0,500000,Free,0.0,Everyone,Business,2018-07-03,3.19.005,4.1
"MailChimpEmail,MarketingAutomation",BUSINESS,4.1,5448,12000000.0,500000,Free,0.0,Everyone,Business,2018-07-25,4.9.1,5.0
CrewFreeMessagingandScheduling,BUSINESS,4.6,4159,48000000.0,500000,Free,0.0,Everyone,Business,2018-07-20,6.1.2,4.0.3
Asana:organizeteamprojects,BUSINESS,4.3,20815,10000000.0,1000000,Free,0.0,Everyone,Business,2018-07-26,6.4.4,5.0
GoogleAnalytics,BUSINESS,4.5,78662,22000000.0,1000000,Free,0.0,Everyone,Business,2018-02-13,3.7.5,4.4
AdWordsExpress,BUSINESS,4.1,7149,11000000.0,1000000,Free,0.0,Everyone,Business,2018-07-31,2.6.158,4.0
AccountingAppZohoBooks,BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1
InvoiceTimeTrackingZoho,BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1
Invoice2go—ProfessionalInvoicesandEstimates,BUSINESS,4.2,16422,28000000.0,1000000,Free,0.0,Everyone,Business,2018-08-01,10.46.2,4.1
CiscoWebexMeetings,BUSINESS,4.4,108741,28000000.0,10000000,Free,0.0,Everyone,Business,2018-07-20,11.1.0,4.3
ScreenMeet.EasyPhoneMeeting,BUSINESS,4.0,624,9.0,100000,Free,0.0,Everyone,Business,2018-03-22,1.2.287,5.0
CiscoWebexTeams,BUSINESS,4.2,1661,46000000.0,100000,Free,0.0,Everyone,Business,2018-08-02,3.0.4651,4.4
StartMeeting,BUSINESS,4.1,308,14000000.0,50000,Free,0.0,Everyone,Business,2018-05-29,3.1.4.0,4.0.3
ClickMeetingWebinars,BUSINESS,3.8,5211,26000000.0,1000000,Free,0.0,Everyone,Business,2018-07-30,3.3.0,4.0
BlueJeansforAndroid,BUSINESS,3.9,1058,23000000.0,500000,Free,0.0,Everyone,Business,2018-06-29,2.22.397,5.0
HelixJump,GAME,4.2,1500622,33000000.0,100000000,Free,0.0,Everyone,Action,2018-04-09,1.0.6,4.1
OfficeSuite:FreeOffice+PDFEditor,BUSINESS,4.3,1002859,35000000.0,100000000,Free,0.0,Everyone,Business,2018-08-02,9.7.14188,4.1
VerifyReceiptsExpenses,BUSINESS,4.5,413,29000000.0,10000,Free,0.0,Everyone,Business,2018-07-25,2.0.19,5.0
MangaMasterBestmangacomicreader,COMICS,4.6,24005,4.9,500000,Free,0.0,Adults only 18+,Comics,2018-07-04,1.1.7.0,4.1
GANMA!Alloriginalstoriesfreeofchargeforalloriginalcomics,COMICS,4.7,57106,27000000.0,1000000,Free,0.0,Teen,Comics,2018-07-23,2.11.3,4.1
RöhrichWernerSoundboard,COMICS,4.7,2249,32000000.0,500000,Free,0.0,Everyone,Comics,2017-11-16,1.08,4.0.3
UnicornPokezColorByNumber,COMICS,4.8,516,12000000.0,50000,Free,0.0,Everyone,Comics Creativity,2018-08-03,1.0.6,4.4
MangaToonComicsupdatedDaily,COMICS,3.9,834,15000000.0,50000,Free,0.0,Mature 17+,Comics,2018-08-01,1.0.8,4.1
MangaNet–BestOnlineMangaReader,COMICS,4.1,1010,11000000.0,50000,Free,0.0,Mature 17+,Comics,2018-07-07,1.5,4.1
MangaRockBestMangaReader,COMICS,4.4,238970,28000000.0,1000000,Free,0.0,Teen,Comics,2018-07-09,3.4.3_world,5.0
MangareadThaitranslation,COMICS,4.6,302,2.2,10000,Free,0.0,Teen,Comics,2018-07-03,1.0,4.0
TheVietnamStoryFunStories,COMICS,4.5,438,3.4,10000,Free,0.0,Everyone,Comics,2017-12-27,1.0,2.3
DragonBallWallpaperRingtones,COMICS,4.7,73,8.3,10000,Free,0.0,Everyone,Comics,2018-07-23,1.9,4.0.3
FunnyJokesPhotos,COMICS,4.4,39,4.3,10000,Free,0.0,Everyone 10+,Comics,2018-07-03,1.1,4.2
TruyệnVuiTýQuậy,COMICS,4.5,144,4.7,10000,Free,0.0,Everyone,Comics,2018-07-19,3.0,4.0.3
ComicEsShojomanga/lovecomicsfreeofcharge♪♪,COMICS,3.9,2181,10000000.0,100000,Free,0.0,Teen,Comics,2018-03-05,1.2.12,4.0.3
comicoPopularOriginalCartoonUpdatedEverydayComico,COMICS,3.2,93965,15000000.0,5000000,Free,0.0,Teen,Comics,2018-07-03,6.3.0,4.0.3
DailyMangaComicWebtoon,COMICS,3.2,1446,7.1,100000,Free,0.0,Mature 17+,Comics,2018-05-18,1.0,4.0.3
"漫咖ComicsManga,NovelandStories",COMICS,4.1,12088,21000000.0,1000000,Free,0.0,Mature 17+,Comics,2018-07-06,2.3.1,4.0.3
EmmanuellaFunnyVideos2018,COMICS,4.5,314,6.1,100000,Free,0.0,Everyone,Comics,2018-05-23,3.1.0,4.1
MangaZeroJapanesecartoonandcomicreader,COMICS,4.2,15194,15000000.0,1000000,Free,0.0,Teen,Comics,2018-07-19,4.7.3,4.2
MarvelUnlimited,COMICS,3.7,22551,11000000.0,1000000,Free,0.0,Teen,Comics,2018-07-24,3.16.0,4.4
"Tapas–Comics,Novels,andStories",COMICS,4.5,29839,29000000.0,1000000,Free,0.0,Teen,Comics,2018-07-31,4.1.0,4.4
Children'scartoons(MithuMinaRaju),COMICS,4.6,279,3.3,100000,Free,0.0,Everyone,Comics,2017-12-18,1.6,4.0
FaustopSounds,COMICS,4.7,1677,40000000.0,100000,Free,0.0,Everyone,Comics,2018-05-26,1.7.7,4.1
MangaManiaBestonlinemangareader,COMICS,4.4,757,10000000.0,10000,Free,0.0,Teen,Comics,2018-05-24,1.0,4.1
FreeComicsComicApps,COMICS,3.5,115,9.1,10000,Free,0.0,Mature 17+,Comics,2018-07-13,5.0.12,5.0
MangaAZMangaComicReader,COMICS,3.3,125,4.7,5000,Free,0.0,Teen,Comics,2018-07-24,1.0.4,4.0.3
BuffThunDailyFreeWebtoon/Comics/WebFiction/MiniGame,COMICS,4.5,9952,38000000.0,500000,Free,0.0,Everyone 10+,Comics,2018-07-31,4.3.0,4.1
FunnyJokesandStories2018,COMICS,4.2,21,6.7,5000,Free,0.0,Everyone,Comics,2018-03-31,1.3,4.0
HojiboyTojiboyevLifeHacks,COMICS,5.0,15,37000000.0,1000,Free,0.0,Everyone,Comics,2018-06-26,2.0,4.0.3
"BestWallpapersBackgrounds(100,000+4KHD)",COMICS,4.7,3596,7.8,10000,Free,0.0,Teen,Comics,2018-06-16,1.01,4.0.3
thinkComics,COMICS,4.4,1006,19000000.0,50000,Free,0.0,Everyone,Comics,2018-08-03,2.3.3,4.0.3
MemesButton,COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,Comics,2018-05-28,1.4,4.0
"LaftelWatchingandAnnouncingSnooping,Streaming",COMICS,4.6,4895,35000000.0,100000,Free,0.0,Everyone,Comics,2018-08-02,2.4.25,4.4
MessengerforSMS,COMMUNICATION,4.3,125257,17000000.0,10000000,Free,0.0,Teen,Communication,2018-06-06,1.8.9,4.1
MyTele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0.0,Everyone,Communication,2018-08-03,2.4.1,4.4
YahooMail–StayOrganized,COMMUNICATION,4.3,4187998,16000000.0,100000000,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4
imobetafreecallsandtext,COMMUNICATION,4.3,659395,11000000.0,100000000,Free,0.0,Everyone,Communication,2018-06-07,9.8.000000010492,4.0
imofreevideocallsandchat,COMMUNICATION,4.3,4785892,11000000.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0
CallFree–FreeCall,COMMUNICATION,4.3,30209,15000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-28,1.3.4,4.1
WebBrowserExplorer,COMMUNICATION,4.0,36901,6.6,5000000,Free,0.0,Everyone,Communication,2018-07-04,11.8.6,4.0.3 - 7.1.1
Browser4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0.0,Everyone,Communication,2018-06-19,24.6.6,4.0.3 - 7.1.1
CricketVisualVoicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0.0,Everyone,Communication,2018-07-02,3.2.0.100171,4.1
TracFoneMyAccount,COMMUNICATION,3.6,20769,18000000.0,1000000,Free,0.0,Everyone,Communication,2018-07-11,R6.0.3,4.1
FirefoxFocus:Theprivacybrowser,COMMUNICATION,4.4,36880,4.0,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0
TouchPalKeyboardFunEmojiAndroidKeyboard,COMMUNICATION,4.4,615381,37000000.0,10000000,Free,0.0,Mature 17+,Communication,2018-08-02,6.7.9.1,4.0.3
SkypeLiteFreeVideoCallChat,COMMUNICATION,4.2,33053,22000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-31,1.60.0.31354-release,4.0.3
UCBrowserMiniTinyFastPrivateSecure,COMMUNICATION,4.4,3648120,3.3,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0
WhatsAppBusiness,COMMUNICATION,4.4,136662,32000000.0,10000000,Free,0.0,Everyone,Communication,2018-07-30,2.18.116,4.0.3
Mymagenta,COMMUNICATION,3.9,42370,37000000.0,1000000,Free,0.0,Everyone,Communication,2018-06-25,7.5.1,5.0
AntilleanGoldTelegram(originalversion),COMMUNICATION,4.4,2939,17000000.0,100000,Free,0.0,Everyone,Communication,2018-07-16,2.1,4.1
OmletChat,COMMUNICATION,3.9,40751,35000000.0,10000000,Free,0.0,Teen,Communication,2016-11-04,2.2.7600,4.0.3
UCBrowserFastDownloadPrivateSecure,COMMUNICATION,4.5,17712922,40000000.0,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0
MyVodacomSA,COMMUNICATION,3.7,25021,61000000.0,5000000,Free,0.0,Everyone,Communication,2018-06-26,9.9.0,4.3
MicrosoftEdge,COMMUNICATION,4.3,27187,66000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-28,42.0.0.2059,4.4
imofreevideocallsandchat,COMMUNICATION,4.3,4785988,11000000.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0
HangoutsDialerCallPhones,COMMUNICATION,4.0,122498,79000.0,10000000,Free,0.0,Everyone,Communication,2015-09-02,0.1.100944346,4.0.3
"Talkatone:FreeTexts,CallsPhoneNumber",COMMUNICATION,4.1,132014,25000000.0,10000000,Free,0.0,Everyone,Communication,2018-07-18,6.1,4.2
CallsTextbyMo+,COMMUNICATION,4.2,83239,14000000.0,5000000,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0
"GOSMSProMessenger,FreeThemes,Emoji",COMMUNICATION,4.4,2876500,24000000.0,100000000,Free,0.0,Everyone,Communication,2018-08-01,7.73,4.0
"Messaging+SMS,MMSFree",COMMUNICATION,4.1,28238,17000000.0,1000000,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3
chompSMS,COMMUNICATION,4.3,335646,8.3,10000000,Free,0.0,Everyone,Communication,2018-07-26,7.21,2.3
TextSMS,COMMUNICATION,4.5,349384,8.2,10000000,Free,0.0,Everyone,Communication,2018-07-24,3.47,4.0.3
mysmsSMSTextMessagingSync,COMMUNICATION,4.3,37320,8.4,1000000,Free,0.0,Everyone,Communication,2018-07-30,6.5.1,4.0.3
FirefoxFocus:Theprivacybrowser,COMMUNICATION,4.4,36893,4.0,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0
2ndLineSecondPhoneNumber,COMMUNICATION,4.2,15880,32000000.0,1000000,Free,0.0,Everyone,Communication,2018-08-03,5.65.0,4.0
"CMBrowserAdBlocker,FastDownload,Privacy",COMMUNICATION,4.6,2264916,6.1,50000000,Free,0.0,Everyone,Communication,2018-07-31,5.22.18.0006,4.0
NineskyBrowser,COMMUNICATION,4.2,42925,2.8,1000000,Free,0.0,Everyone,Communication,2017-08-27,6.1,2.3
UCBrowserMiniTinyFastPrivateSecure,COMMUNICATION,4.4,3648480,3.3,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0
UCBrowserFastDownloadPrivateSecure,COMMUNICATION,4.5,17714850,40000000.0,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0
GhosteryPrivacyBrowser,COMMUNICATION,4.1,13100,2.2,1000000,Free,0.0,Everyone,Communication,2018-03-20,1.4.1.0,4.0.3
WebBrowserforAndroid,COMMUNICATION,4.1,55098,4.3,1000000,Free,0.0,Everyone,Communication,2018-06-20,2.2,4.0
DUBrowser—Browsefastfun,COMMUNICATION,4.3,1133501,4.7,10000000,Free,0.0,Everyone,Communication,2016-04-01,6.4.0.4,4.0
LightningWebBrowser,COMMUNICATION,4.1,12578,2.3,500000,Free,0.0,Everyone,Communication,2017-07-10,4.5.1,4.0
WebBrowser,COMMUNICATION,4.2,10965,2.3,500000,Free,0.0,Everyone,Communication,2015-02-02,2.0,3.0
Contacts+,COMMUNICATION,4.2,190613,11000000.0,10000000,Free,0.0,Everyone,Communication,2018-07-31,5.85.1,4.0.3
ExDialerDialerContacts,COMMUNICATION,4.2,125232,2.7,10000000,Free,0.0,Everyone,Communication,2017-03-05,196,2.1
PHONEforGoogleVoiceGTalk,COMMUNICATION,4.3,72065,13000000.0,1000000,Free,0.0,Everyone,Communication,2018-04-18,3.0.7,4.0
SafestCallBlocker,COMMUNICATION,4.4,27540,3.7,1000000,Free,0.0,Everyone,Communication,2018-01-05,1.26.001,4.0
FullScreenCallerID,COMMUNICATION,4.2,104990,10000000.0,5000000,Free,0.0,Everyone,Communication,2018-05-15,3.5.0,4.0.3
HiyaCallerIDBlock,COMMUNICATION,4.4,177703,13000000.0,10000000,Free,0.0,Mature 17+,Communication,2018-07-25,8.1.2-6310,5.0
CallBlocker,COMMUNICATION,4.1,17529,10000000.0,1000000,Free,0.0,Everyone,Communication,2018-07-26,5.86,4.0.3
Mr.NumberBlockcallsspam,COMMUNICATION,4.2,177263,13000000.0,10000000,Free,0.0,Mature 17+,Communication,2018-07-13,5.1.2-6310,5.0
ShouldIAnswer?,COMMUNICATION,4.8,237468,8.8,1000000,Free,0.0,Everyone,Communication,2018-07-26,2018.1.715,4.0
RocketDialDialerContacts,COMMUNICATION,4.4,32254,5.5,1000000,Free,0.0,Everyone,Communication,2017-12-04,3.9.7,2.1
"CallApp:CallerID,BlockerPhoneCallRecorder",COMMUNICATION,4.4,483565,20000000.0,10000000,Free,0.0,Everyone,Communication,2018-07-29,1.286,4.1
WhoscallCallerIDBlock,COMMUNICATION,4.4,552441,29000000.0,10000000,Free,0.0,Everyone,Communication,2018-08-01,6.19.1,4.1
CallControlCallBlocker,COMMUNICATION,4.4,93825,11000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-05,2.17.3,4.1
VideoCallerId,COMMUNICATION,4.2,15287,17000000.0,1000000,Free,0.0,Everyone,Communication,2018-01-24,2.2.245,4.0.3
Sync.ME–CallerIDBlock,COMMUNICATION,4.5,205739,17000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-26,4.5.4,4.1
CallerID+,COMMUNICATION,4.0,9498,118000.0,1000000,Free,0.0,Everyone,Communication,2016-06-07,5.28.0,2.3
YahooMail–StayOrganized,COMMUNICATION,4.3,4188142,16000000.0,100000000,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4
K9Mail,COMMUNICATION,4.2,88427,5.1,5000000,Free,0.0,Everyone,Communication,2018-01-06,5.403,4.0.3
EmailTypeAppMailApp,COMMUNICATION,4.6,183374,44000000.0,1000000,Free,0.0,Everyone,Communication,2018-08-01,1.9.4.74,4.1
AllEmailProviders,COMMUNICATION,4.1,20901,7.3,1000000,Free,0.0,Everyone,Communication,2018-04-03,5.0.9,4.1
"NewtonMailEmailAppforGmail,Outlook,IMAP",COMMUNICATION,4.0,122595,30000000.0,1000000,Free,0.0,Everyone,Communication,2018-07-19,9.8.376,5.0
GONotifier,COMMUNICATION,4.2,124346,695000.0,10000000,Free,0.0,Everyone,Communication,2014-07-06,2.8,2.0
Mail1ClickSecureMail,COMMUNICATION,4.1,255,1.6,10000,Free,0.0,Everyone,Communication,2017-04-11,2.3,2.2
DaumMailNextMail,COMMUNICATION,4.3,41420,19000000.0,5000000,Free,0.0,Everyone,Communication,2018-06-21,3.2.0,4.0
"FastMeet:Chat,Dating,Love",DATING,4.2,22544,5.9,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.4,4.0.3
VonageMobile®CallVideoText,COMMUNICATION,4.1,29208,23000000.0,1000000,Free,0.0,Everyone,Communication,2016-09-28,2.9.8,2.3.3
JusTalkFreeVideoCallsandFunVideoChat,COMMUNICATION,4.6,191032,26000000.0,5000000,Free,0.0,Everyone,Communication,2018-08-04,7.2.29,4.0.3
Calculator,DATING,2.6,57,6.2,1000,Paid,6.99,Everyone,Dating,2017-10-25,1.1.6,4.0
AMBWDatingApp:AsianMenBlackWomenInterracial,DATING,3.5,2,17000000.0,100,Paid,7.99,Mature 17+,Dating,2017-01-21,1.0.1,4.0
OkCupidDating,DATING,4.1,285726,15000000.0,10000000,Free,0.0,Mature 17+,Dating,2018-07-30,11.10.1,4.1
"Hily:Dating,Chat,Match,MeetHookup",DATING,4.1,2556,56000000.0,100000,Free,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1
Hinge:DatingRelationships,DATING,4.2,7779,12000000.0,500000,Free,0.0,Mature 17+,Dating,2018-08-03,6.1.3,5.0
CasualDatingAdultSinglesJoyride,DATING,4.5,61637,11000000.0,5000000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
BBWDatingPlusSizeChat,DATING,4.4,12632,29000000.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,3.5.0.1,4.1
CMBFreeDatingApp,DATING,4.0,48845,40000000.0,1000000,Free,0.0,Mature 17+,Dating,2018-08-01,4.19.0.2320,4.4
eharmonyOnlineDatingApp,DATING,3.1,31320,53000000.0,5000000,Free,0.0,Mature 17+,Dating,2018-07-30,6.6.5,4.1
FreeDatingAppFlirtChatMatchwithSingles,DATING,4.4,172460,3.1,5000000,Free,0.0,Mature 17+,Dating,2018-08-04,1.639,4.0
"Chispa,theDatingAppforLatino,LatinaSingles",DATING,4.2,4195,24000000.0,100000,Free,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4
CloverDatingApp,DATING,4.1,11633,23000000.0,500000,Free,0.0,Mature 17+,Dating,2018-07-24,2.5.1,4.1
BlackPeopleMeetSinglesDate,DATING,3.9,10212,5.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
Mingle2FreeOnlineDatingSinglesChatRooms,DATING,4.3,37053,44000000.0,1000000,Free,0.0,Mature 17+,Dating,2018-08-03,4.4B,4.1
FreeDatingAppFlirtChatCheers,DATING,4.4,667,27000000.0,10000,Free,0.0,Mature 17+,Dating,2018-08-03,1.308.us,4.1
strangerchatanonymouschat,DATING,3.5,13202,6.1,1000000,Free,0.0,Mature 17+,Dating,2018-07-07,2.4.1,4.1
FreeDatingHookUpMessenger,DATING,3.3,1157,21000000.0,100000,Free,0.0,Mature 17+,Dating,2017-01-27,5.0.1,4.2
FindRealLove—YouLovePremiumDating,DATING,4.5,212626,11000000.0,10000000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
OnceQualityMatchesEveryday,DATING,4.4,222888,21000000.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-17,2.45,4.1
BLKSwipe.Match.Chat.,DATING,4.1,2067,24000000.0,100000,Free,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4
CougarDatingLife:DateOlderWomenSugarMummy,DATING,3.9,1643,31000000.0,500000,Free,0.0,Mature 17+,Dating,2018-07-03,4.5.5,4.1
Howlr,DATING,3.9,105,27000000.0,5000,Free,0.0,Mature 17+,Dating,2018-06-19,1.0.4,4.4
StrangerChatDate,DATING,3.6,3414,6.2,500000,Free,0.0,Mature 17+,Dating,2018-06-06,1.2.1,4.1
RandoChatChatroulette,DATING,3.6,11806,12000000.0,1000000,Free,0.0,Mature 17+,Dating,2018-06-26,4.0.18,4.0.3
BeWildFreeDatingChatApp,DATING,3.4,1999,8.0,100000,Free,0.0,Mature 17+,Dating,2017-02-03,1.6.5,4.2
"FreeDatingAppYoCutieFlirt,ChatMeet",DATING,4.1,97684,7.9,1000000,Free,0.0,Mature 17+,Dating,2018-07-10,1.230,4.0.3
OurTimeDatingforSingles50+,DATING,3.4,2519,5.0,100000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
FarmersOnlyDating,DATING,3.0,1146,1.4,100000,Free,0.0,Mature 17+,Dating,2016-02-25,2.2,4.0
Datingfor50plusMatureSingles–FINALLY,DATING,4.6,13046,13000000.0,500000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
Sudy–MeetEliteRichSingle,DATING,4.1,17268,40000000.0,500000,Free,0.0,Mature 17+,Dating,2018-06-25,4.1.2,4.0.3
ChristianDatingForFreeApp,DATING,3.9,8722,13000000.0,500000,Free,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1
JustSheTopLesbianDating,DATING,1.9,953,19000000.0,100000,Free,0.0,Mature 17+,Dating,2018-07-18,6.3.7,5.0
SingleParentMeet#1Dating,DATING,3.5,2593,5.0,500000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
EliteSingles–DatingforSingleProfessionals,DATING,2.5,5377,19000000.0,500000,Free,0.0,Mature 17+,Dating,2018-07-31,4.8.5,4.0.3
MillionaireMatch:RichSinglesDatingApp,DATING,3.9,852,27000000.0,100000,Free,0.0,Mature 17+,Dating,2018-07-30,6.4.6,4.1
InterracialCupidInterracialDatingApp,DATING,3.4,212,3.0,50000,Free,0.0,Mature 17+,Dating,2018-06-13,2.3.0.1781,5.0
SugarMommasDatingAndSingleSearch,DATING,3.5,1972,13000000.0,1000000,Free,0.0,Mature 17+,Dating,2018-05-12,4.3,4.1
"HideApp,PrivateDating,SafeChatPrivacyHider",DATING,4.4,35206,7.2,1000000,Free,0.0,Everyone,Dating,2018-05-21,2.9.6,4.0
"muzmatch:MuslimArabSingles,MarriageDating",DATING,3.8,5164,25000000.0,100000,Free,0.0,Mature 17+,Dating,2018-07-24,3.8.75a,4.0.3
SugarDaddyDatingApp,DATING,2.5,277,5.7,100000,Free,0.0,Mature 17+,Dating,2017-12-04,3.0.0,4.1
AdultDirtyEmojis,DATING,2.8,80,5.5,10000,Free,0.0,Teen,Dating,2017-11-06,1.0,4.0.3
"Meet4UChat,Love,Singles!",DATING,4.2,40035,6.5,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3
SnpCupidDating,DATING,3.5,1093,5.8,100000,Free,0.0,Mature 17+,Dating,2017-01-28,1.6.6,4.2
AdultDatingAdultFinder,DATING,3.3,1601,3.8,500000,Free,0.0,Mature 17+,Dating,2017-02-01,1.5,4.1
GaySugarDaddyDatingHookup–SudyGay,DATING,4.1,2212,41000000.0,100000,Free,0.0,Mature 17+,Dating,2018-06-20,2.0.5,4.0.3
"Meet24Love,Chat,Singles",DATING,4.2,57081,7.9,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3
BBWCupidBBWDatingApp,DATING,3.5,241,2.8,50000,Free,0.0,Mature 17+,Dating,2018-06-01,2.2.0.1748,5.0
ChatVideoMeetnewpeople,DATING,4.2,63986,20000000.0,5000000,Free,0.0,Mature 17+,Dating,2018-05-31,3.0.15,4.0
"TryDateFreeOnlineDatingApp,ChatMeetAdults",DATING,4.4,7888,15000000.0,500000,Free,0.0,Mature 17+,Dating,2018-04-29,2.4.0,4.1
BlackWhiteInterracialDatingInterracialMatch,DATING,4.1,535,28000000.0,100000,Free,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1
"USASinglesMeet,MatchandDateFreeDate",DATING,4.2,5084,9.6,100000,Free,0.0,Mature 17+,Dating,2018-08-03,1.55,4.1
FlirtChat♥FreeDating/FlirtingApp♥,DATING,4.3,2430,13000000.0,500000,Free,0.0,Mature 17+,Dating,2018-07-26,12.0.4,4.1
TheLeague,DATING,3.0,837,9.4,100000,Free,0.0,Mature 17+,Dating,2018-07-16,1.15.0,4.4
"HerpesDating:1,000K+Singles",DATING,4.0,738,27000000.0,10000,Free,0.0,Mature 17+,Dating,2018-08-01,6.4.1,4.1
Heartmill,DATING,3.3,4631,45000000.0,100000,Free,0.0,Mature 17+,Dating,2018-08-04,5.2.14,5.0
95LiveSG#1LiveStreamingApp,DATING,4.1,4953,15000000.0,1000000,Free,0.0,Teen,Dating,2018-08-01,8.7.2,4.2
MutualLDSDating,DATING,3.7,1439,38000000.0,50000,Free,0.0,Mature 17+,Dating,2018-07-30,1.1.46,4.2
CougarDatingLife:DateOlderWomenSugarMummy,DATING,3.9,1645,31000000.0,500000,Free,0.0,Mature 17+,Dating,2018-07-03,4.5.5,4.1
strangerchatanonymouschat,DATING,3.5,13204,6.1,1000000,Free,0.0,Mature 17+,Dating,2018-07-07,2.4.1,4.1
MillionaireMatch:RichSinglesDatingApp,DATING,3.9,853,27000000.0,100000,Free,0.0,Mature 17+,Dating,2018-07-30,6.4.6,4.1
2RedBeans,DATING,4.0,337,32000000.0,10000,Free,0.0,Mature 17+,Dating,2018-07-31,2.8.0,4.3
Datingfor50plusMatureSingles–FINALLY,DATING,4.6,13049,13000000.0,500000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
"SweetRingMeet,Match,Date",DATING,4.0,51698,63000000.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-26,3.0.0,4.0.3
"BiggerCity:Chatforgaybears,chubschasers",DATING,4.1,923,44000000.0,100000,Free,0.0,Mature 17+,Dating,2018-08-02,3.4.1.1,4.1
SilverSingles:The50+DatingApp,DATING,3.3,149,16000000.0,10000,Free,0.0,Mature 17+,Dating,2018-07-31,4.8.5,4.0.3
HerpesPositiveSinglesDating,DATING,4.4,198,28000000.0,10000,Free,0.0,Mature 17+,Dating,2018-05-18,5.5.7,4.1
"FastMeet:Chat,Dating,Love",DATING,4.2,22545,5.9,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.4,4.0.3
ChristianDatingForFreeApp,DATING,3.9,8723,13000000.0,500000,Free,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1
GlamPremiumDatingApp,DATING,4.3,23170,9.0,500000,Free,0.0,Mature 17+,Dating,2018-07-25,1.5.4.0,4.1
"iDatesChats,Flirts,Dating,LoveRelations",DATING,3.4,13890,20000000.0,500000,Free,0.0,Mature 17+,Dating,2018-06-19,4.9.2 (Oasis),4.2
"Meet24Love,Chat,Singles",DATING,4.2,57083,7.9,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3
BlackWhiteInterracialDatingInterracialMatch,DATING,4.1,537,28000000.0,100000,Free,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1
JustDating,DATING,4.0,13440,49000000.0,500000,Free,0.0,Mature 17+,Dating,2018-08-03,3.10.5,4.0.3
InterracialMatchDatingApp,DATING,3.6,143,27000000.0,10000,Free,0.0,Mature 17+,Dating,2018-07-23,2.2.7,4.1
